img_path,type,severity,description
diabetic_wounds_38.png,Diabetic,Severe,"The wound measures 7 cm x 5 cm. The base is necrotic tissue, and the surrounding skin is erythematous. The edges are poorly defined, and there is evidence of infection. There is no exudate, odor, or pain."
abrasions_37.png,Abrasion,Moderate,"The wound appears to be deep enough to involve subcutaneous tissue, indicating moderate severity. The wound exhibits a significant amount of redness and surrounding bruising. There are multiple strands of skin loss."
bruises_3.png,Bruises,Mild,"A localized area of discoloration on the lower leg, likely due to trauma, with no visible bleeding or significant swelling."
diabetic_wounds_201.png,Diabetic,Severe,"The wound is with exposed dermis. The area is significantly discolored, with blackened necrotic tissue indicating extensive damage. There is no visible bleeding, but the risk of infection is high due to the depth and extent of the diabetic."
pressure_wounds_438.png,Pressure,Severe,"The wound appears to be a deep wound with exposed tissue, significant redness, and signs of potential infection. The area is irregularly shaped and involves multiple layers of skin, indicating a severe burn injury. "
burns_30.png,Burn,Severe,The wound is a full-thickness burn with an area of blistering and swelling. The wound base is covered with slough and has a moderate amount of serosanguineous exudate. The edges are well-defined with minimal erythema. The peri-wound skin is intact with no signs of infection.
diabetic_wounds_94.png,Diabetic,Severe,"The wound is approximately 10 cm long and 8 cm wide, extending across the lateral malleolus. It has exposed subcutaneous tissue and underlying structures. There is significant bleeding and surrounding edema, indicating potential for infection."
laseration_44.png,Laceration,Severe,"The wound is on the forearm. The edges are irregular. The wound base has visible blood, indicating active bleeding. The surrounding skin has signs of inflammation and possible infection."
venous_wounds_398.png,Venous,Severe,"The wound is a large, deep wound with necrotic tissue, significant erythema, and signs of infection. The area is covered with slough and eschar, indicating advanced stages of tissue breakdown."
diabetic_wounds_456.png,Diabetic,Severe,"The wound extends into the subcutaneous tissue. It involves multiple toes and is deep. There is evidence of infection with surrounding erythema. The skin is discolored and thickened. The wound appears to be deep, involving multiple toes and extending into the subcutaneous tissue."
diabetic_wounds_86.png,Diabetic,Severe,"The wound measures 5 cm long by 2 cm wide and extends to the muscle layer. There is a significant amount of exudate with a foul odor. The edges are irregular, and the surrounding skin appears erythematous and edematous. There are no visible signs of infection."
pressure_wounds_183.png,Pressure,Moderate,"The wound has a central depression with a white, possibly necrotic, core. The surrounding skin is erythematous, indicating inflammation, and there is no active bleeding at the time of the photograph."
abrasions_127.png,Abrasion,Moderate,The wound is with a jagged edge. There is bleeding and redness. The area is swollen. There is a noticeable amount of blood. The wound is likely deep enough to require professional medical attention.
surgical_wounds_28.png,Surgical,Severe,The wound is a deep wound with exposed granulation tissue and surrounding erythema. The ulceration is large with a central area of necrotic tissue and some areas of intact skin around it. There is significant redness and swelling indicating potential infection.
cut_11.png,Cut,Moderate,"A cut on the palm, approximately 1 cm long, with visible bleeding and surrounding erythema. The wound appears to be clean but requires proper cleaning and dressing to prevent infection."
cut_79.png,Cut,Mild,"A wound on the back of the hand, approximately 1 cm long, with minimal bleeding and no visible signs of infection."
surgical_wounds_35.png,Surgical,Moderate,"The wound appears to be a wound with multiple linear cuts across the skin. The cuts are relatively deep, exposing underlying tissue, and there is some visible bleeding at the edges. The surrounding area shows signs of inflammation and redness, indicating potential infection risk."
diabetic_wounds_325.png,Diabetic,Moderate,A small wound is present on the patient's foot. The entry point is deep and surrounded by erythema and bruising. The wound appears clean but may require further assessment for infection.
diabetic_wounds_114.png,Diabetic,Mild,"A small wound with a shallow central depression, minimal surrounding erythema, and no visible signs of infection."
surgical_wounds_19.png,Surgical,Moderate,"The wound is a injury with a small, circular entry point surrounded by a reddened area. There is no visible bleeding. The wound is approximately 5mm in diameter. The surrounding erythema and possible bruising may be due to trauma."
abrasions_85.png,Abrasion,Moderate,"The wound has a jagged edge, and is deep with visible tissue damage. It exhibits significant redness and some exudate, which could indicate infection."
pressure_wounds_395.png,Pressure,Moderate,"The image shows multiple circular areas of erythema and induration on the lower leg. The lesions vary in size and are surrounded by a reddened area, suggesting some degree of tissue damage and potential for infection."
abrasions_66.png,Abrasion,Moderate,"A wound with jagged edges, approximately 2 cm long, exhibiting significant redness and some swelling. There is no visible active bleeding at the moment, but there is a risk of infection due to the depth and length of the wound."
laseration_93.png,Laceration,Severe,"The wound is a deep with significant tissue loss, exposed muscle, and pooling of blood. The surrounding area is inflamed with visible signs of active bleeding and potential infection."
laseration_18.png,Laceration,Moderate,"A wound with exposed tissue and significant bleeding. The wound appears to be approximately 2 cm long and 1 cm wide, with a noticeable amount of blood pooling around it. There is some surrounding erythema, indicating inflammation."
